"","DR.Number","Date.Reported","Date.Occurred","Time.Occurred","Area.ID","Area.Name","Reporting.District","Crime.Code","Crime.Code.Description","MO.Codes","Victim.Age","Victim.Sex","Victim.Descent","Premise.Code","Premise.Description","Address","Cross.Street","Location","Zip.Codes","Census.Tracts","Precinct.Boundaries","LA.Specific.Plans","Council.Districts","Neighborhood.Councils..Certified."
"377211",120104004,"2011-12-31T00:00:00.000","2011-12-31T00:00:00.000",2335,1,"Central",152,997,"TRAFFIC COLLISION","",NA,"M","H",101,"STREET","7TH","FLOWER                       ST","{'longitude': '-118.2588', 'latitude': '34.0487'}",23078,546,1050,NA,9,76
"231227",150608071,"2015-03-04T00:00:00.000","2015-03-04T00:00:00.000",1715,6,"Hollywood",622,997,"TRAFFIC COLLISION","3004 3026 3035 3037 3101 3401 3701 4027",NA,"","",101,"STREET","LAUREL CANYON                BL","LAUREL CANYON                PL","{'longitude': '-118.3736', 'latitude': '34.1206'}",23677,825,722,11,7,81
"94681",171115343,"2017-08-20T00:00:00.000","2017-08-20T00:00:00.000",1315,11,"Northeast",1138,997,"TRAFFIC COLLISION","3101 3401 3701 3011 3034 3801 3602",42,"M","H",102,"SIDEWALK","AVENUE 60","FIGUEROA                     ST","{'longitude': '-118.1905', 'latitude': '34.112'}",23673,371,582,28,11,93
"72785",181204888,"2018-01-12T00:00:00.000","2018-01-02T00:00:00.000",745,12,"77th Street",1249,997,"TRAFFIC COLLISION","4012 3037 3004 3026 3101 3602",NA,"F","H",101,"STREET","FLORENCE                     AV","ESTRELLA                     AV","{'longitude': '-118.2849', 'latitude': '33.9747'}",23675,774,756,7,14,NA
"161746",161314028,"2016-06-18T00:00:00.000","2016-06-18T00:00:00.000",1315,13,"Newton",1313,997,"TRAFFIC COLLISION","3101 3401 3701 3030",41,"F","K",101,"STREET","7TH","CROCKER","{'longitude': '-118.2545', 'latitude': '34.0286'}",23082,702,1220,7,9,76
"350798",120317876,"2012-07-31T00:00:00.000","2012-07-31T00:00:00.000",1055,3,"Southwest",358,997,"TRAFFIC COLLISION","3004 3026 3101",24,"M","B",101,"STREET","JEFFERSON                    BL","HOOVER                       ST","{'longitude': '0.0', 'latitude': '0.0'}",NA,NA,NA,NA,NA,NA
"200555",150516177,"2015-10-04T00:00:00.000","2015-10-04T00:00:00.000",30,5,"Harbor",519,997,"TRAFFIC COLLISION","4005 3011 3028 3030 3101",NA,"X","X",101,"STREET","HENRY FORD","HENRY FORD","{'longitude': '-118.2424', 'latitude': '33.7857'}",3350,2329,430,NA,15,15
"393393",111014897,"2011-08-24T00:00:00.000","2011-08-24T00:00:00.000",2030,10,"West Valley",1008,997,"TRAFFIC COLLISION","",33,"M","H",101,"STREET","VALJEAN","HAMLIN","{'longitude': '-118.4858', 'latitude': '34.1884'}",19734,225,298,NA,3,61
"59191",181108137,"2018-03-30T00:00:00.000","2018-03-30T00:00:00.000",1415,11,"Northeast",1143,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3026",NA,"F","X",101,"STREET","RIVERSIDE                    DR","RIVERSIDE                    TR","{'longitude': '-118.2785', 'latitude': '34.1053'}",23445,465,548,NA,7,3
"147610",162117614,"2016-10-12T00:00:00.000","2016-09-16T00:00:00.000",1730,21,"Topanga",2156,997,"TRAFFIC COLLISION","4010 3006 3028 3101 3401 3030 3032 3037",33,"M","W",108,"PARKING LOT","TOPANGA CANYON               BL","VICTORY                      BL","{'longitude': '-118.6059', 'latitude': '34.1912'}",4278,297,434,2,4,49
"217976",151214680,"2015-06-07T00:00:00.000","2015-06-06T00:00:00.000",2035,12,"77th Street",1256,997,"TRAFFIC COLLISION","4025 3024 3101 3004 3036",44,"F","A",101,"STREET","GRAND                        AV","FLORENCE                     AV","{'longitude': '-118.2803', 'latitude': '33.9747'}",22352,787,995,7,13,46
"48468",180410839,"2018-06-08T00:00:00.000","2018-06-08T00:00:00.000",1805,4,"Hollenbeck",443,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3025 3036",35,"F","H",101,"STREET","MISSION                      RD","VALLEY                       BL","{'longitude': '-118.2081', 'latitude': '34.0651'}",23448,494,619,NA,11,1
"303214",130915831,"2013-08-23T00:00:00.000","2013-08-23T00:00:00.000",1630,9,"Van Nuys",998,997,"TRAFFIC COLLISION","3006 3030 3101 3401 3701 4009",24,"F","W",101,"STREET","13000    VENTURA                      BL","","{'longitude': '-118.4154', 'latitude': '34.1452'}",8492,353,421,6,5,84
"278026",140806613,"2014-03-13T00:00:00.000","2014-03-13T00:00:00.000",1015,8,"West LA",835,997,"TRAFFIC COLLISION","3009 3026 3035 3036 3101 3401 3701 4027",41,"M","W",101,"STREET","OLYMPIC                      BL","GREENFIELD                   AV","{'longitude': '-118.4353', 'latitude': '34.0418'}",23443,860,736,9,6,75
"322417",131807511,"2013-03-19T00:00:00.000","2013-03-19T00:00:00.000",1550,18,"Southeast",1826,997,"TRAFFIC COLLISION","3008 3026 3101",54,"F","H",101,"STREET","103RD","GRANDEE","{'longitude': '-118.2435', 'latitude': '33.9432'}",22351,822,1182,7,15,40
"357392",121313373,"2012-06-06T00:00:00.000","2012-06-06T00:00:00.000",1500,13,"Newton",1321,997,"TRAFFIC COLLISION","",55,"F","W",110,"FREEWAY","110 FWY","ADAMS","{'longitude': '-118.2686', 'latitude': '34.0289'}",22724,694,660,7,13,6
"176312",161007009,"2016-03-15T00:00:00.000","2016-03-15T00:00:00.000",1155,10,"West Valley",1061,997,"TRAFFIC COLLISION","3004 3037 3025 3101 3401 3701 4026",51,"F","W",101,"STREET","VENTURA                      BL","SHIRLEY                      AV","{'longitude': '-118.5578', 'latitude': '34.1728'}",19339,321,1494,6,4,10
"45457",181112774,"2018-06-30T00:00:00.000","2018-06-28T00:00:00.000",2122,11,"Northeast",1152,997,"TRAFFIC COLLISION","3701 3101 3401 3003 3021",39,"M","W",101,"STREET","HOLLYWOOD                    BL","RODNEY                       DR","{'longitude': '-118.29', 'latitude': '34.1001'}",23445,466,377,16,7,3
"355254",120114587,"2012-06-24T00:00:00.000","2012-06-24T00:00:00.000",1645,1,"Central",157,997,"TRAFFIC COLLISION","3101 3401 3701 3025 3006",37,"M","O",101,"STREET","WALL                         ST","8TH                          ST","{'longitude': '-118.2504', 'latitude': '34.0401'}",23075,703,1319,NA,9,76
"333188",120922458,"2012-12-18T00:00:00.000","2012-12-18T00:00:00.000",1425,9,"Van Nuys",901,997,"TRAFFIC COLLISION","3003 3029 3037 3026 3101 3401 4026 3701",23,"F","B",101,"STREET","VALERIO                      ST","SEPULVEDA                    BL","{'longitude': '-118.4662', 'latitude': '34.2048'}",19733,220,1323,NA,3,18
"199779",152117006,"2015-10-09T00:00:00.000","2015-10-09T00:00:00.000",540,21,"Topanga",2138,997,"TRAFFIC COLLISION","3004 3036 3026 3101 3401 3701 4021",32,"F","H",101,"STREET","SATICOY                      ST","MASON                        AV","{'longitude': '-118.5798', 'latitude': '34.2083'}",4282,289,423,NA,4,66
"61068",181209616,"2018-03-18T00:00:00.000","2018-03-18T00:00:00.000",1130,12,"77th Street",1211,997,"TRAFFIC COLLISION","4012 3037 3006 3028 3030 3101 0605",NA,"M","O",101,"STREET","CRENSHAW                     BL","54TH                         ST","{'longitude': '-118.3308', 'latitude': '33.9931'}",23674,752,1037,7,14,24
"457841",101800719,"2010-03-20T00:00:00.000","2010-03-20T00:00:00.000",500,18,"Southeast",1801,997,"TRAFFIC COLLISION","0605",NA,"M","O",101,"STREET","90TH                         ST","VERMONT","{'longitude': '-118.2915', 'latitude': '33.9551'}",23675,801,1164,7,14,45
"352862",121315670,"2012-07-14T00:00:00.000","2012-07-14T00:00:00.000",1340,13,"Newton",1395,997,"TRAFFIC COLLISION","3101 3401 3701 3016 3026",49,"M","H",101,"STREET","300 E  FLORENCE                     AV","","{'longitude': '-118.2695', 'latitude': '33.9747'}",22352,790,998,7,13,46
"42604",181514583,"2018-07-17T00:00:00.000","2018-07-16T00:00:00.000",1025,15,"N Hollywood",1599,997,"TRAFFIC COLLISION","3036 3004 3028 3034 3101 3401 3701 4015",43,"F","B",101,"STREET","CAHUENGA                     BL","BROADLAWN                    DR","{'longitude': '-118.3591', 'latitude': '34.1343'}",24033,350,591,11,7,82
"414835",111408974,"2011-03-06T00:00:00.000","2011-03-04T00:00:00.000",910,14,"Pacific",1406,997,"TRAFFIC COLLISION","",43,"M","A",101,"STREET","PALMS                        BL","KEYSTONE                     AV","{'longitude': '-118.4107', 'latitude': '34.0253'}",23451,881,1358,9,6,74
"259574",141013347,"2014-08-07T00:00:00.000","2014-08-07T00:00:00.000",1510,10,"West Valley",1078,997,"TRAFFIC COLLISION","3004 3036 3026 3101 3401 3701 4010",35,"F","W",101,"STREET","BALBOA","MAGNOLIA","{'longitude': '-118.5011', 'latitude': '34.165'}",4286,325,1495,NA,6,62
"171598",161411643,"2016-04-16T00:00:00.000","2016-04-15T00:00:00.000",2100,14,"Pacific",1488,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4027",54,"F","O",101,"STREET","READING","RAMSGATE","{'longitude': '-118.3827', 'latitude': '33.959'}",23676,934,1070,10,10,16
"1185",191309962,"2019-04-17T00:00:00.000","2019-04-17T00:00:00.000",1100,13,"Newton",1309,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3036",62,"M","B",101,"STREET","MATEO                        ST","8TH                          ST","{'longitude': '-118.2322', 'latitude': '34.0296'}",23082,533,1287,NA,9,76
"319124",131709062,"2013-04-15T00:00:00.000","2013-04-15T00:00:00.000",1126,17,"Devonshire",1708,997,"TRAFFIC COLLISION","3011 3028 3401 4026 3037 3034 3101 3701",30,"F","O",101,"STREET","11800    MCLENNAN                     AV","","{'longitude': '-118.5009', 'latitude': '34.2841'}",19329,56,1403,NA,2,78
"247431",140918447,"2014-11-03T00:00:00.000","2014-11-03T00:00:00.000",600,9,"Van Nuys",961,997,"TRAFFIC COLLISION","3006 3030 3037 3028 3101 3401 3701 4026",28,"M","O",101,"STREET","SEPULVEDA                    BL","MORRISON                     ST","{'longitude': '-118.4656', 'latitude': '34.1603'}",19732,248,675,NA,7,83
"334174",121721471,"2012-12-10T00:00:00.000","2012-12-10T00:00:00.000",1415,17,"Devonshire",1752,997,"TRAFFIC COLLISION","1815 1402",NA,"M","O",720,"JUNIOR HIGH SCHOOL","10100    VARIEL                       AV","","{'longitude': '-118.5929', 'latitude': '34.2536'}",4284,99,233,NA,2,43
"175251",161107956,"2016-03-23T00:00:00.000","2016-03-22T00:00:00.000",1700,11,"Northeast",1151,997,"TRAFFIC COLLISION","",22,"F","O",101,"STREET","SUNSET                       BL","NORMANDIE","{'longitude': '-118.3005', 'latitude': '34.0981'}",23445,430,456,16,8,58
"216290",150811437,"2015-06-19T00:00:00.000","2015-06-19T00:00:00.000",1520,8,"West LA",849,997,"TRAFFIC COLLISION","3004 3026 3035 3036 3101 3401 3701 4008",48,"M","W",101,"STREET","CORNING","OLYMPIC","{'longitude': '-118.3773', 'latitude': '34.0572'}",23666,639,811,NA,6,95
"443391",102016705,"2010-07-17T00:00:00.000","2010-07-16T00:00:00.000",1600,20,"Olympic",2081,997,"TRAFFIC COLLISION","",41,"F","W",101,"STREET","WASHINGTON","ARLINGTON","{'longitude': '-118.3177', 'latitude': '34.0399'}",23079,658,898,NA,12,19
"173804",161909242,"2016-04-01T00:00:00.000","2016-04-01T00:00:00.000",1230,19,"Mission",1936,997,"TRAFFIC COLLISION","3004 3037 3026 3101 3401 3701 4026",35,"M","H",101,"STREET","RINALDI                      ST","LAUREL CANYON                BL","{'longitude': '-118.4546', 'latitude': '34.2799'}",18910,58,1405,NA,1,47
"348485",120813589,"2012-08-18T00:00:00.000","2012-08-18T00:00:00.000",1,8,"West LA",829,997,"TRAFFIC COLLISION","3006 3030 3035 3037 3101 3401 3701",24,"F","W",101,"STREET","EASTBORNE                    AV","BEVERLY GLEN                 AV","{'longitude': '-118.4247', 'latitude': '34.0584'}",23443,858,501,9,6,72
"188201",162004482,"2015-12-24T00:00:00.000","2015-12-24T00:00:00.000",2130,20,"Olympic",2097,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4020",40,"F","O",101,"STREET","20TH                         ST","MARIPOSA                     AV","{'longitude': '-118.2983', 'latitude': '34.0382'}",22724,681,1282,NA,11,8
"85115",170323582,"2017-10-18T00:00:00.000","2017-10-18T00:00:00.000",1530,3,"Southwest",334,997,"TRAFFIC COLLISION","4025 3004 3036 3026 3101",51,"M","B",101,"STREET","JEFFERSON                    BL","CRENSHAW                     BL","{'longitude': '-118.3351', 'latitude': '34.0256'}",23079,668,926,7,12,17
"324838",131208054,"2013-03-06T00:00:00.000","2013-02-28T00:00:00.000",1530,12,"77th Street",1213,997,"TRAFFIC COLLISION","3006 3028 3101",42,"F","B",101,"STREET","53RD","WESTERN","{'longitude': '-118.3089', 'latitude': '33.9942'}",24027,743,1051,7,14,35
"182360",161406360,"2016-02-05T00:00:00.000","2016-02-05T00:00:00.000",245,14,"Pacific",1411,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4014",NA,"M","O",101,"STREET","ABBOT KINNEY","VICTORIA","{'longitude': '-118.4791', 'latitude': '33.9918'}",25073,908,970,10,10,30
"210440",151218417,"2015-07-31T00:00:00.000","2015-07-30T00:00:00.000",1855,12,"77th Street",1257,997,"TRAFFIC COLLISION","4025 3002 3030 3034 3028 3101",50,"M","X",101,"STREET","HOOVER                       AV","76TH                         ST","{'longitude': '-118.2871', 'latitude': '33.9698'}",23675,776,1360,7,14,NA
"244198",140816635,"2014-11-28T00:00:00.000","2014-11-28T00:00:00.000",2335,8,"West LA",836,997,"TRAFFIC COLLISION","3008 3025 3035 3036 3101 3401 3701 4008",23,"M","W",101,"STREET","SANTA MONICA                 BL","WESTHOLME                    AV","{'longitude': '-118.4284', 'latitude': '34.0543'}",23443,859,738,9,6,75
"274340",141108810,"2014-04-11T00:00:00.000","2014-04-11T00:00:00.000",445,11,"Northeast",1181,997,"TRAFFIC COLLISION","3101 3401 3701 3011 3034 0605",52,"M","A",101,"STREET","1200 N  ALVARADO                     ST","","{'longitude': '-118.2632', 'latitude': '34.0781'}",23444,469,634,NA,8,31
"425975",101123838,"2010-12-04T00:00:00.000","2010-12-04T00:00:00.000",1440,11,"Northeast",1163,997,"TRAFFIC COLLISION","",40,"M","H",101,"STREET","VERMONT                      AV","VERMONT                      PK","{'longitude': '-118.2939', 'latitude': '34.0932'}",23447,431,460,16,8,58
"224291",150209942,"2015-04-21T00:00:00.000","2015-04-21T00:00:00.000",1445,2,"Rampart",211,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3602 3026",32,"F","H",101,"STREET","NORMANDIE                    AV","MONROE                       ST","{'longitude': '-118.2962', 'latitude': '34.0814'}",22721,453,933,NA,8,89
"336196",122020458,"2012-11-24T00:00:00.000","2012-11-23T00:00:00.000",2205,20,"Olympic",2035,997,"TRAFFIC COLLISION","4027 3004 3026 3035 3037 3101 3401 3701",28,"F","H",101,"STREET","NORMANDIE                    AV","6TH                          ST","{'longitude': '-118.3004', 'latitude': '34.0636'}",23081,591,1261,NA,12,89
"135118",160718971,"2016-12-04T00:00:00.000","2016-12-04T00:00:00.000",515,7,"Wilshire",787,997,"TRAFFIC COLLISION","3011 3028 3034 3037 3101 3401 3701 4007",NA,"M","O",101,"STREET","FAIRFAX                      AV","SAWYER                       AV","{'longitude': '-118.335', 'latitude': '34.0375'}",23077,656,1111,NA,12,69
"382562",111520900,"2011-11-17T00:00:00.000","2011-11-17T00:00:00.000",955,15,"N Hollywood",1505,997,"TRAFFIC COLLISION","",20,"M","H",101,"STREET","SHERMAN","BECK","{'longitude': '-118.3834', 'latitude': '34.2012'}",8888,169,478,NA,5,14
"65992",181600649,"2018-02-21T00:00:00.000","2018-02-16T00:00:00.000",1900,16,"Foothill",1622,997,"TRAFFIC COLLISION","3008 3036 3029 3025 3101 3401 3701 4016",NA,"M","H",101,"STREET","TELFAIR                      AV","JUDD                         ST","{'longitude': '-118.4287', 'latitude': '34.2666'}",18907,25,379,NA,1,11
"444124",100712319,"2010-07-10T00:00:00.000","2010-07-10T00:00:00.000",1815,7,"Wilshire",743,997,"TRAFFIC COLLISION","",26,"F","W",101,"STREET","WILSHIRE                     BL","STANLEY                      AV","{'longitude': '-118.3559', 'latitude': '34.0625'}",23667,634,1085,NA,7,26
"202230",151518738,"2015-09-23T00:00:00.000","2015-09-23T00:00:00.000",1405,15,"N Hollywood",1515,997,"TRAFFIC COLLISION","3004 3036 3034 3029 3026 3101 3401 3701 4026",43,"M","H",101,"STREET","VANOWEN                      ST","LANKERSHIM                   BL","{'longitude': '-118.3877', 'latitude': '34.194'}",8888,176,275,NA,5,14
"412333",110309145,"2011-03-24T00:00:00.000","2011-03-24T00:00:00.000",2001,3,"Southwest",336,997,"TRAFFIC COLLISION","",NA,"M","H",101,"STREET","WESTERN","29TH","{'longitude': '-118.3089', 'latitude': '34.0291'}",23079,689,910,7,14,32
"280991",141206975,"2014-02-18T00:00:00.000","2014-02-18T00:00:00.000",1835,12,"77th Street",1256,997,"TRAFFIC COLLISION","3002 3028 3101",45,"M","H",110,"FREEWAY","HARBOR                       FY","FLORENCE                     AV","{'longitude': '-118.2807', 'latitude': '33.9747'}",22352,787,995,7,13,46
"234476",151406922,"2015-02-09T00:00:00.000","2015-02-09T00:00:00.000",1220,14,"Pacific",1497,997,"TRAFFIC COLLISION","4027 3006 3028 3034 3037 3101 3401 3701",NA,"","",101,"STREET","AVIATION                     BL","104TH                        ST","{'longitude': '-118.3785', 'latitude': '33.942'}",23676,2340,445,12,10,16
"464688",101705271,"2010-01-24T00:00:00.000","2010-01-24T00:00:00.000",2030,17,"Devonshire",1794,997,"TRAFFIC COLLISION","",31,"F","H",101,"STREET","CHASE                        ST","LINDLEY                      AV","{'longitude': '-118.5274', 'latitude': '34.2246'}",18514,112,590,NA,2,65
"358264",121111873,"2012-05-30T00:00:00.000","2012-05-30T00:00:00.000",600,11,"Northeast",1123,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030",32,"M","W",101,"STREET","GLENFELIZ                    BL","LOS FELIZ                    BL","{'longitude': '-118.2685', 'latitude': '34.1235'}",23670,395,566,NA,8,42
"256700",142114772,"2014-08-28T00:00:00.000","2014-08-28T00:00:00.000",1600,21,"Topanga",2149,997,"TRAFFIC COLLISION","3004 3030 3037 3028 3101 3401 3701 4026",NA,"M","H",101,"STREET","SHERMAN                      WY","WINNETKA                     AV","{'longitude': '-118.571', 'latitude': '34.2012'}",4282,290,281,NA,4,66
"70487",181304962,"2018-01-18T00:00:00.000","2018-01-18T00:00:00.000",140,13,"Newton",1367,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3602 3036",32,"M","H",101,"STREET","45TH                         ST","MORGAN                       AV","{'longitude': '-118.2448', 'latitude': '34.0027'}",22727,720,982,7,13,51
"26642",181615639,"2018-10-24T00:00:00.000","2018-10-24T00:00:00.000",1255,16,"Foothill",1657,997,"TRAFFIC COLLISION","3004 3037 3029 3026 3101 3401 3701 4026",42,"M","W",101,"STREET","FOOTHILL","COMMERCE","{'longitude': '-118.2886', 'latitude': '34.248'}",3222,6,537,8,1,7
"361006",121413023,"2012-05-09T00:00:00.000","2012-05-08T00:00:00.000",520,14,"Pacific",1463,997,"TRAFFIC COLLISION","1501 3004 3035 3025 3037 3101 3701 3401",49,"M","H",101,"STREET","JEFFERSON                    BL","ALLA                         RD","{'longitude': '-118.4243', 'latitude': '33.9747'}",24031,923,492,10,10,16
"299072",130917384,"2013-09-24T00:00:00.000","2013-09-24T00:00:00.000",820,9,"Van Nuys",969,997,"TRAFFIC COLLISION","3003 3037 3025 3101 3401 3701 4009",20,"M","W",101,"STREET","COLDWATER CA                 AV","ADDISON                      ST","{'longitude': '-118.4166', 'latitude': '34.162'}",19736,203,645,NA,7,83
"407029",111212810,"2011-05-05T00:00:00.000","2011-05-05T00:00:00.000",630,12,"77th Street",1242,997,"TRAFFIC COLLISION","",20,"M","H",101,"STREET","SOUTHWEST                    DR","VAN NESS                     AV","{'longitude': '-118.3177', 'latitude': '33.9829'}",23678,754,1060,7,14,24
"91157",171320231,"2017-09-11T00:00:00.000","2017-09-11T00:00:00.000",935,13,"Newton",1365,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030 3036",26,"M","H",101,"STREET","50TH                         ST","ASCOT","{'longitude': '-118.2499', 'latitude': '33.9975'}",22727,719,983,7,13,51
