"","Row original","Division of Records","Date Reported","Date Occurred","Time Occurred","Area ID","Area Name","Reporting Distric","Crime Code","Crime Code Description","Modus Operandi Codes","Victim Age","Victim Sex","Victim Descent","Premise Code","Premise Description","Address","Cross Street","Location","Zip Codes","Census Tracts","Precint Boundaries","LA Specific Plans","Council Districts","Neighborhood Councils"
"4847",287845,131121715,"2013-12-20","2013-12-20",1110,11,"Northeast",1129,997,"TRAFFIC COLLISION","3101 3401 3701 3008 3025",28,"M","H",101,"STREET","YORK                         BL","AVENUE 64                    AV","{'longitude': '-118.1815', 'latitude': '34.1144'}",23673,359,575,NA,9,93
"4848",128423,170104983,"2017-01-17","2017-01-17",1745,1,"Central",192,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3026",24,"F","H",101,"STREET","GRAND                        AV","WASHINGTON                   BL","{'longitude': '-118.2683', 'latitude': '34.0327'}",23076,694,660,7,13,6
"4849",122650,171507410,"2017-02-24","2017-02-24",220,15,"N Hollywood",1500,997,"TRAFFIC COLLISION","3011 3034 3028 3101 3401 3701 4015 3037",NA,"M","W",101,"STREET","RIVERSIDE                    DR","LANKERSHIM                   BL","{'longitude': '-118.367', 'latitude': '34.1523'}",8489,342,701,NA,7,13
"4850",138221,161019093,"2016-11-14","2016-11-14",915,10,"West Valley",1033,997,"TRAFFIC COLLISION","4010 3004 3030 3028 3101 3401 3701",23,"M","O",101,"STREET","19200    VICTORY                      BL","","{'longitude': '-118.5516', 'latitude': '34.1866'}",18909,270,889,NA,4,12
"4851",338871,122117985,"2012-11-02","2012-11-01",1935,21,"Topanga",2155,997,"TRAFFIC COLLISION","3004 3036 3024 3101 3401 3701",46,"F","O",101,"STREET","TOPANGA CANYON               BL","ERWIN                        ST","{'longitude': '-118.6059', 'latitude': '34.1829'}",19347,299,434,2,4,49
"4852",65343,181605891,"2018-02-20","2018-02-20",1555,16,"Foothill",1653,997,"TRAFFIC COLLISION","3004 3037 3034 3026 3101 3401 3701 4026",33,"M","H",101,"STREET","SAN FERNANDO                 RD","OSBORNE                      ST","{'longitude': '-118.4095', 'latitude': '34.2542'}",18907,34,451,NA,1,11
"4853",41296,180317556,"2018-07-25","2018-07-25",1620,3,"Southwest",359,997,"TRAFFIC COLLISION","4003 3004 3036 3030 3028 3101",52,"M","B",101,"STREET","FIGUEROA                     ST","MARTIN LUTHER KING JR        BL","{'longitude': '-118.2827', 'latitude': '34.0112'}",23668,727,977,7,13,32
"4854",318774,131411329,"2013-04-18","2013-04-18",1730,14,"Pacific",1435,997,"TRAFFIC COLLISION","3004 3030 3035 3037 3101 3401 3701 4014",NA,"X","X",101,"STREET","CHARNOCK                     RD","CENTINELA                    AV","{'longitude': '-118.4367', 'latitude': '34.0078'}",24031,899,861,10,10,27
"4855",377403,111020679,"2011-12-29","2011-12-29",200,10,"West Valley",1025,997,"TRAFFIC COLLISION","",24,"M","W",101,"STREET","SHERMAN","RESEDA","{'longitude': '-118.536', 'latitude': '34.2011'}",18909,258,578,NA,4,12
"4856",326645,130505851,"2013-02-14","2013-02-13",2220,5,"Harbor",551,997,"TRAFFIC COLLISION","3006 3028 3101",45,"M","H",101,"STREET","3RD                          ST","WOODLAND                     DR","{'longitude': '-118.3034', 'latitude': '33.7415'}",3343,973,1446,NA,15,25
"4857",126956,172105402,"2017-01-27","2017-01-27",1347,21,"Topanga",2189,997,"TRAFFIC COLLISION","3015 3027 3037 3101 3401 3701 4026",NA,"","",101,"STREET","VENTURA                      BL","CORBIN                       AV","{'longitude': '-118.5622', 'latitude': '34.1725'}",19339,321,1492,6,4,49
"4858",214954,152012606,"2015-07-01","2015-06-28",2359,20,"Olympic",2011,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4020",24,"M","A",101,"STREET","2ND                          ST","WESTERN                      AV","{'longitude': '-118.3091', 'latitude': '34.0712'}",22721,585,1125,NA,12,89
"4859",417096,110106270,"2011-02-15","2011-02-15",1800,1,"Central",152,997,"TRAFFIC COLLISION","",48,"F","A",101,"STREET","GRAND                        AV","6TH                          ST","{'longitude': '-118.2554', 'latitude': '34.0486'}",23075,546,733,NA,9,76
"4860",221397,151710209,"2015-05-13","2015-05-13",950,17,"Devonshire",1795,997,"TRAFFIC COLLISION","3037 3026 3101 3401 3701 4026 3004",51,"M","W",101,"STREET","PARTHENIA                    ST","SHOSHONE                     AV","{'longitude': '-118.5179', 'latitude': '34.2286'}",18514,104,1424,NA,2,65
"4861",42253,181218881,"2018-07-19","2018-07-19",2140,12,"77th Street",1269,997,"TRAFFIC COLLISION","4012 3037 3004 3028 3030 3101 0605",39,"F","H",101,"STREET","79TH                         ST","MCKINLEY                     AV","{'longitude': '-118.2608', 'latitude': '33.9675'}",22350,791,999,7,13,46
"4862",150431,160515089,"2016-08-29","2016-08-29",2200,5,"Harbor",521,997,"TRAFFIC COLLISION","4025 3037 3006 3028 3030 3101",51,"F","H",101,"STREET","GAFFEY                       ST","CAPITOL                      DR","{'longitude': '-118.2926', 'latitude': '33.7592'}",3342,968,1443,NA,15,25
"4863",191478,151018250,"2015-12-03","2015-12-03",2105,10,"West Valley",1018,997,"TRAFFIC COLLISION","3037 3025 3101 3401 3701 4026 3006",29,"F","H",101,"STREET","WOODLEY                      AV","VALERIO                      ST","{'longitude': '-118.4837', 'latitude': '34.2048'}",19734,221,261,NA,3,61
"4864",328750,131105309,"2013-01-26","2013-01-26",320,11,"Northeast",1172,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030",28,"M","W",101,"STREET","SILVER LAKE                  BL","DUANE                        ST","{'longitude': '-118.264', 'latitude': '34.0921'}",23670,468,915,NA,8,90
"4865",247876,141519757,"2014-10-31","2014-10-31",400,15,"N Hollywood",1595,997,"TRAFFIC COLLISION","3027 3011 3037 3034 3101 3401 3701 4026",NA,"M","X",101,"STREET","VENTURA                      BL","BERRY                        DR","{'longitude': '-118.3817', 'latitude': '34.1397'}",8492,347,706,6,5,84
"4866",406020,111111122,"2011-05-14","2011-05-13",2200,11,"Northeast",1152,997,"TRAFFIC COLLISION","",28,"M","W",101,"STREET","PROSPECT                     AV","RODNEY                       DR","{'longitude': '-118.2896', 'latitude': '34.1018'}",23445,399,1328,16,7,3
"4867",393696,110115659,"2011-08-22","2011-08-22",1155,1,"Central",195,997,"TRAFFIC COLLISION","",26,"M","H",101,"STREET","WASHINGTON","BROADWAY","{'longitude': '-118.2657', 'latitude': '34.0316'}",23076,694,1220,7,13,76
"4868",243231,141821151,"2014-12-06","2014-12-05",2030,18,"Southeast",1863,997,"TRAFFIC COLLISION","4025 3004 3026 3029 3101",20,"F","B",101,"STREET","120TH                        ST","AVALON                       BL","{'longitude': '-118.2652', 'latitude': '33.9237'}",24354,810,1195,7,15,53
"4869",14177,191904619,"2019-01-14","2019-01-14",1510,19,"Mission",1994,997,"TRAFFIC COLLISION","3012 3037 3034 3028 3103 3401 3701 4026",NA,"M","O",101,"STREET","BLYTHE                       ST","WILLIS                       AV","{'longitude': '-118.4553', 'latitude': '34.2153'}",19730,142,418,NA,3,59
"4870",317147,130709184,"2013-05-02","2013-05-01",2100,7,"Wilshire",788,997,"TRAFFIC COLLISION","3701 4027 3004 3026 3035 3037 3101 3401",28,"F","B",101,"STREET","10TH                         AV","WASHINGTON                   BL","{'longitude': '-118.3276', 'latitude': '34.0399'}",23080,648,1105,NA,12,19
"4871",43327,181218394,"2018-07-15","2018-07-12",1615,12,"77th Street",1213,997,"TRAFFIC COLLISION","4025 3036 3026 3101",62,"M","B",101,"STREET","CIMARRON                     ST","54TH                         ST","{'longitude': '-118.316', 'latitude': '33.9932'}",24027,743,622,7,14,35
"4872",110275,171213433,"2017-05-12","2017-05-12",800,12,"77th Street",1211,997,"TRAFFIC COLLISION","4012 3030 3028 3037 3004 3101 0605",61,"M","H",101,"STREET","54TH                         ST","3RD                          AV","{'longitude': '-118.3203', 'latitude': '33.9932'}",23674,752,1046,7,14,24
"4873",80258,181205895,"2018-01-25","2017-11-16",1200,12,"77th Street",1263,997,"TRAFFIC COLLISION","3036 3004 3026 3028 3030 3101 4012",NA,"M","O",101,"STREET","83RD                         ST","DENKER                       AV","{'longitude': '-118.3046', 'latitude': '33.9637'}",23678,781,1242,7,14,20
"4874",130667,170704078,"2017-01-03","2017-01-01",1230,7,"Wilshire",702,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4027",38,"F","A",101,"STREET","MARTEL                       AV","MELROSE                      AV","{'longitude': '-118.3511', 'latitude': '34.0836'}",23677,447,1079,NA,6,26
"4875",85154,171225323,"2017-10-18","2017-10-18",300,12,"77th Street",1242,997,"TRAFFIC COLLISION","4012 3037 3006 3028 3030 3101 0605",60,"M","H",101,"STREET","MCKINLEY                     AV","74TH                         ST","{'longitude': '-118.3221', 'latitude': '33.9818'}",23674,754,1059,7,14,24
"4876",450941,100709991,"2010-05-17","2010-05-15",2210,7,"Wilshire",706,997,"TRAFFIC COLLISION","1300",NA,"X","X",101,"STREET","MELROSE                      AV","SEWARD                       ST","{'longitude': '-118.3331', 'latitude': '34.0835'}",23669,443,869,NA,7,86
"4877",160045,160812376,"2016-06-28","2016-06-28",1815,8,"West LA",882,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3037 3101 3401 3701 4008",38,"F","A",101,"STREET","SAWTELLE","OLYMPIC","{'longitude': '-118.4412', 'latitude': '34.0382'}",24029,868,1518,9,10,50
"4878",63948,181807431,"2018-03-01","2018-03-01",1900,18,"Southeast",1832,997,"TRAFFIC COLLISION","4018 3036 3004 3028 3030 3104",42,"F","B",101,"STREET","VERMONT","CENTURY","{'longitude': '-118.2761', 'latitude': '33.9401'}",22352,812,1191,7,14,45
"4879",63768,180321742,"2018-09-24","2018-03-02",600,3,"Southwest",374,997,"TRAFFIC COLLISION","4003 3006 3037 3028 3030 3101",61,"M","W",101,"STREET","6TH                          AV","39TH                         ST","{'longitude': '-118.3241', 'latitude': '34.0146'}",22725,747,1306,7,12,54
"4880",183544,161405940,"2016-01-28","2016-01-28",930,14,"Pacific",1479,997,"TRAFFIC COLLISION","3004 3026 3035 3036 3101 3401 3701 4014",47,"F","W",101,"STREET","LATIJERA                     AV","79TH                         ST","{'longitude': '-118.3783', 'latitude': '33.9654'}",23676,933,1065,10,10,16
"4881",449639,101112967,"2010-05-25","2010-05-25",1000,11,"Northeast",1125,997,"TRAFFIC COLLISION","",NA,"M","W",101,"STREET","AVENUE 51","STRATFORD","{'longitude': '-118.2043', 'latitude': '34.1228'}",23673,366,1435,NA,9,93
"4882",293310,132018791,"2013-11-08","2013-11-07",1230,20,"Olympic",2056,997,"TRAFFIC COLLISION","3006 3030 3035 3037 3101 3401 3701 4020",35,"M","A",101,"STREET","OLYMPIC                      BL","NEW HAMPSHIRE                AV","{'longitude': '-118.2927', 'latitude': '34.0527'}",22723,620,1246,NA,12,89
"4883",419415,110905295,"2011-01-27","2011-01-27",525,9,"Van Nuys",914,997,"TRAFFIC COLLISION","",35,"M","H",101,"STREET","VAN NUYS                     BL","SHERMAN                      WY","{'longitude': '-118.4487', 'latitude': '34.2012'}",19733,215,880,NA,5,18
"4884",160984,160711533,"2016-06-23","2016-06-23",920,7,"Wilshire",783,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3036 3101 3401 3701 4027",35,"M","O",101,"STREET","WASHINGTON                   BL","THURMAN                      AV","{'longitude': '-118.3671', 'latitude': '34.0357'}",23077,653,1104,NA,12,69
"4885",419375,111005438,"2011-01-29","2011-01-27",1730,10,"West Valley",1012,997,"TRAFFIC COLLISION","1501",47,"F","B",101,"STREET","WILBUR                       AV","SATICOY                      ST","{'longitude': '-118.5448', 'latitude': '34.2084'}",18909,255,1546,NA,4,12
"4886",364260,120310421,"2012-04-12","2012-04-12",1600,3,"Southwest",373,997,"TRAFFIC COLLISION","",46,"F","B",101,"STREET","CRENSHAW                     BL","COLISEUM                     ST","{'longitude': '-118.3349', 'latitude': '34.0182'}",22725,761,1014,7,12,54
"4887",76510,170819509,"2017-12-08","2017-12-08",1800,8,"West LA",841,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4008",NA,"","",101,"STREET","E  WELLESLEY                    AV","TEXAS                        AV","{'longitude': '-118.4677', 'latitude': '34.0415'}",23443,862,1379,9,10,50
"4888",75134,171229415,"2017-12-17","2017-12-17",45,12,"77th Street",1253,997,"TRAFFIC COLLISION","4012 3036 3008 3026 3101",20,"F","H",101,"STREET","WESTERN                      AV","75TH                         ST","{'longitude': '-118.309', 'latitude': '33.9719'}",23678,778,355,7,14,20
"4889",380955,112119925,"2011-11-30","2011-11-30",700,21,"Topanga",2187,997,"TRAFFIC COLLISION","",27,"F","H",101,"STREET","VENTURA                      BL","CALATRANA                    DR","{'longitude': '-118.6021', 'latitude': '34.1684'}",19346,312,1489,6,4,49
"4890",167190,161710318,"2016-05-15","2016-05-14",2315,17,"Devonshire",1703,997,"TRAFFIC COLLISION","3004 3037 3030 3028 3101 3401 3701 4026",21,"M","B",101,"STREET","BRAEMORE                     RD","BOWMORE                      AV","{'longitude': '-118.5477', 'latitude': '34.2913'}",18905,64,1412,NA,2,48
"4891",264885,140511330,"2014-06-26","2014-06-26",1130,5,"Harbor",566,997,"TRAFFIC COLLISION","3006 3028 3030 3101 4005",33,"F","B",101,"STREET","9TH                          ST","CENTRE","{'longitude': '-118.2835', 'latitude': '33.736'}",3342,979,1271,15,15,36
"4892",289317,131924356,"2013-12-11","2013-12-10",2240,19,"Mission",1916,997,"TRAFFIC COLLISION","3011 3037 3025 3101 3401 3701 4019",38,"F","H",101,"STREET","GLENOAKS                     BL","ORO GRANDE","{'longitude': '-118.4473', 'latitude': '34.3058'}",18912,43,1401,NA,1,47
"4893",112762,171411332,"2017-04-27","2017-04-27",1530,14,"Pacific",1494,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3037 3101 3401 3701 4004",60,"M","A",101,"STREET","ONE WORLD                    WY","SEPULVEDA                    BL","{'longitude': '-118.4095', 'latitude': '33.942'}",23676,2340,445,12,10,16
"4894",426866,100326875,"2010-11-27","2010-11-27",1700,3,"Southwest",375,997,"TRAFFIC COLLISION","",53,"F","B",101,"STREET","KING                         BL","WESTERN                      AV","{'longitude': '-118.313', 'latitude': '34.0146'}",24027,731,1016,7,14,32
"4895",74543,171121206,"2017-12-23","2017-12-20",1100,11,"Northeast",1135,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030",60,"M","O",101,"STREET","DIVISION","JESSICA","{'longitude': '-118.221', 'latitude': '34.1112'}",24030,387,1431,13,11,56
"4896",138762,160126976,"2016-11-10","2016-11-10",920,1,"Central",171,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3025 3036",24,"M","W",101,"STREET","GEORGIA                      ST","OLYMPIC                      BL","{'longitude': '-118.2668', 'latitude': '34.0459'}",23076,546,1050,NA,9,76
"4897",19258,181719975,"2018-12-09","2018-12-09",245,17,"Devonshire",1764,997,"TRAFFIC COLLISION","3006 3028 3037 3101 3401 3701 4017",64,"M","W",101,"STREET","9600    CORBIN                       AV","","{'longitude': '-118.5623', 'latitude': '34.2446'}",18513,97,306,NA,2,77
"4898",326388,131906644,"2013-02-15","2013-02-15",1040,19,"Mission",1964,997,"TRAFFIC COLLISION","3004 3036 3026 3101 3401 3701 4026",22,"F","H",101,"STREET","VAN NUYS                     BL","NORDHOFF                     ST","{'longitude': '-118.4502', 'latitude': '34.2354'}",19730,146,417,NA,3,59
"4899",327687,130505740,"2013-02-11","2013-02-04",900,5,"Harbor",506,997,"TRAFFIC COLLISION","3026 3029 3102 3004",80,"M","B",104,"DRIVEWAY","LOMITA                       BL","NORMANDIE                    AV","{'longitude': '-118.2975', 'latitude': '33.7978'}",26327,1713,211,NA,NA,NA
"4900",70957,181704819,"2018-01-14","2018-01-14",45,17,"Devonshire",1791,997,"TRAFFIC COLLISION","3011 3037 3034 3028 3101 3401 3701 4017",NA,"X","X",101,"STREET","PARTHENIA                    ST","SUNNY BRAE                   AV","{'longitude': '-118.5804', 'latitude': '34.2244'}",4282,103,372,NA,4,66
"4901",130026,171604284,"2017-01-06","2017-01-06",1830,16,"Foothill",1651,997,"TRAFFIC COLLISION","3004 3037 3030 3028 3101 3401 3701 4016 3032",20,"F","H",101,"STREET","LAUREL CANYON                BL","OSBORNE                      ST","{'longitude': '-118.4195', 'latitude': '34.2469'}",18907,35,960,NA,1,11
"4902",218254,152011430,"2015-06-04","2015-06-04",1410,20,"Olympic",2029,997,"TRAFFIC COLLISION","3003 3026 3035 3037 3102 3401 3701 4027",78,"M","O",101,"STREET","SYCAMORE                     AV","LEXINGTON                    AV","{'longitude': '-118.2878', 'latitude': '34.0652'}",23081,578,1317,NA,8,80
"4903",128973,171604507,"2017-01-13","2017-01-13",330,16,"Foothill",1681,997,"TRAFFIC COLLISION","3004 3030 3028 3101 3401 3701 4016 3037",50,"F","O",101,"STREET","ROSCOE                       BL","LAURELGROVE                  AV","{'longitude': '-118.4009', 'latitude': '34.2217'}",19335,152,448,NA,3,21
"4904",284052,141805208,"2014-01-24","2014-01-24",1145,18,"Southeast",1801,997,"TRAFFIC COLLISION","3006 3028 3030 3101",27,"F","B",108,"PARKING LOT","MANCHESTER                   AV","DENVER                       AV","{'longitude': '-118.2839', 'latitude': '33.9601'}",23675,783,931,7,14,45
"4905",93608,170123351,"2017-08-28","2017-08-26",1300,1,"Central",162,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3030",31,"M","B",101,"STREET","OLYMPIC","OLIVE","{'longitude': '-118.2585', 'latitude': '34.0462'}",23078,546,1050,NA,9,76
"4906",129856,171304370,"2017-01-07","2017-01-07",1505,13,"Newton",1395,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3026 3029",59,"M","H",101,"STREET","GAGE","CENTRAL","{'longitude': '-118.2564', 'latitude': '33.982'}",22350,1577,94,7,13,NA
"4907",364741,120509137,"2012-04-08","2012-04-08",1450,5,"Harbor",507,997,"TRAFFIC COLLISION","",48,"M","O",101,"STREET","HALLDALE","PLAZA DEL AMO","{'longitude': '-118.3015', 'latitude': '33.8211'}",25715,946,1321,NA,15,55
"4908",386761,111224589,"2011-10-17","2011-10-16",1135,12,"77th Street",1266,997,"TRAFFIC COLLISION","0605",47,"M","H",101,"STREET","FIGUEROA                     ST","79TH                         ST","{'longitude': '-118.2827', 'latitude': '33.9679'}",23675,776,1360,7,14,NA
"4909",177357,160406923,"2016-03-08","2016-03-08",1634,4,"Hollenbeck",427,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030 0605",NA,"M","H",101,"STREET","RICHELIEU                    TR","RICHELIEU                    AV","{'longitude': '-118.1829', 'latitude': '34.0763'}",23449,500,610,NA,9,91
"4910",130736,161823743,"2017-01-03","2016-12-31",2155,18,"Southeast",1824,997,"TRAFFIC COLLISION","4025 3028 3030 3101 3037 3006",43,"F","H",101,"STREET","CENTRAL                      AV","94TH                         ST","{'longitude': '-118.254', 'latitude': '33.9503'}",22351,806,1176,7,13,45
"4911",38472,181612847,"2018-08-12","2018-08-12",1000,16,"Foothill",1658,997,"TRAFFIC COLLISION","3006 3028 3030 3037 3101 3401 3701 4016",35,"F","O",101,"STREET","BECKETT                      ST","HAINES CANYON                AV","{'longitude': '-118.2794', 'latitude': '34.2527'}",3222,4,538,NA,1,7
